doc_id,item,category,amount,price,discount
XTR-94684,Отбеливатель Domestos 1л,Бытовая химия,5,129.0,0.0
XTR-94684,Кастрюля 5л нержавейка,Посуда,4,999.0,99.9
VKL-61817,Ведро с отжимом 10л,Хозтовары,5,449.0,44.9
VKL-61817,Отбеливатель Domestos 1л,Бытовая химия,4,129.0,0.0
VKL-61817,Терморкружка 400мл,Кухонные аксессуары,4,499.0,24.95
VKL-61817,Кастрюля 5л нержавейка,Посуда,5,999.0,149.85
TLC-90433,Дозатор для мыла пластик,Хозтовары,3,149.0,0.0
BYS-60919,Корзина для белья плетёная,Хозтовары,1,699.0,104.85
BYS-60919,Форма для выпечки силикон,Кухонные аксессуары,2,249.0,0.0
YAL-93487,Терморкружка 400мл,Кухонные аксессуары,5,499.0,24.95
YAL-93487,Набор губок для мытья 5шт,Хозтовары,5,79.0,0.0
YAL-93487,Подушка силиконовая 70x70,Текстиль,2,599.0,29.95
YAL-93487,Гель для посуды Fairy 900мл,Бытовая химия,4,189.0,9.45
YAL-93487,Средство для унитаза Bref,Бытовая химия,2,89.0,4.45
OYM-49756,Диспенсер для пакетов,Кухонные аксессуары,4,99.0,0.0
OYM-49756,Скатерть клетчатая 140x180,Текстиль,1,449.0,44.9
OYM-49756,Кастрюля 5л нержавейка,Посуда,4,999.0,149.85
OYM-49756,Ведро с отжимом 10л,Хозтовары,1,449.0,0.0
OYM-49756,Средство для унитаза Bref,Бытовая химия,3,89.0,4.45
OYM-49756,Подушка силиконовая 70x70,Текстиль,2,599.0,29.95
CWY-46930,Кастрюля 5л нержавейка,Посуда,5,999.0,0.0
CWY-46930,Корзина для белья плетёная,Хозтовары,4,699.0,104.85
CWY-46930,Диспенсер для пакетов,Кухонные аксессуары,5,99.0,0.0
ZXW-07912,Отбеливатель Domestos 1л,Бытовая химия,4,129.0,6.45
ZXW-07912,Чистящий крем Cif 500мл,Бытовая химия,3,99.0,9.9
ZXW-07912,Органайзер для специй,Кухонные аксессуары,4,299.0,0.0
