doc_id,item,category,amount,price,discount
RPQ-60402,Тарелка суповая 500мл,Посуда,5,89.0,4.45
MNG-44424,Подушка силиконовая 70x70,Текстиль,4,599.0,0.0
MNG-44424,Корзина для белья плетёная,Хозтовары,2,699.0,69.9
MNG-44424,Швабра с насадкой микрофибра,Хозтовары,5,599.0,0.0
MNG-44424,Плед флисовый 150x200,Текстиль,1,799.0,0.0
MNG-44424,Порошок стиральный Ariel 3кг,Бытовая химия,1,549.0,0.0
QXA-23182,Тарелка суповая 500мл,Посуда,5,89.0,4.45
QXA-23182,Ведро с отжимом 10л,Хозтовары,3,449.0,67.35
QXA-23182,Скатерть клетчатая 140x180,Текстиль,3,449.0,44.9
SZF-11880,Гель для посуды Fairy 900мл,Бытовая химия,5,189.0,9.45
SZF-11880,Чистящий крем Cif 500мл,Бытовая химия,2,99.0,4.95
SZF-11880,Полотенце махровое 70x140,Текстиль,5,349.0,34.9
SZF-11880,Скатерть клетчатая 140x180,Текстиль,5,449.0,67.35
LKA-42141,Терморкружка 400мл,Кухонные аксессуары,2,499.0,0.0
LKA-42141,Средство для унитаза Bref,Бытовая химия,1,89.0,0.0
LKA-42141,Диспенсер для пакетов,Кухонные аксессуары,3,99.0,0.0
LKA-42141,Набор губок для мытья 5шт,Хозтовары,5,79.0,0.0
LKA-42141,Кастрюля 5л нержавейка,Посуда,2,999.0,49.95
JNT-01681,Швабра с насадкой микрофибра,Хозтовары,3,599.0,89.85
ZXU-13353,Гель для посуды Fairy 900мл,Бытовая химия,3,189.0,0.0
ZXU-13353,Кастрюля 5л нержавейка,Посуда,3,999.0,49.95
KPU-50954,Корзина для белья плетёная,Хозтовары,1,699.0,0.0
KPU-50954,Органайзер для специй,Кухонные аксессуары,4,299.0,44.85
KPU-50954,Дозатор для мыла пластик,Хозтовары,1,149.0,14.9
KPU-50954,Полотенце махровое 70x140,Текстиль,5,349.0,17.45
KPU-50954,Плед флисовый 150x200,Текстиль,1,799.0,0.0
KPU-50954,Порошок стиральный Ariel 3кг,Бытовая химия,4,549.0,27.45
IIO-16418,Ведро с отжимом 10л,Хозтовары,1,449.0,44.9
IIO-16418,Органайзер для специй,Кухонные аксессуары,3,299.0,14.95
IIO-16418,Дозатор для мыла пластик,Хозтовары,4,149.0,22.35
IIO-16418,Скатерть клетчатая 140x180,Текстиль,3,449.0,22.45
